id_deportista, Especialidad, Mejor marca, Mejor torneo, Mejor intento, Peor marca, Peor torneo, Peor intento
4,  carrera 100 m, 10736.0, Torneo de Gabon, 1, 9766.0, Torneo de Liberia, 1
434,  carrera 400 m con vallas, 50684.0, Torneo de Marshall Islands, 1, 46208.0, Torneo de Taiwan, 1
18,  carrera 100 m, 10733.0, Torneo de Timor-Leste, 1, 9764.0, Torneo de Gambia, 1
415,  carrera 400 m con vallas, 50682.0, Torneo de Chile, 1, 46115.0, Torneo de Mexico, 1
544,  salto con pertiga, 667.0, Torneo de Qatar, 4, 606.0, Torneo de Philippines, 6
268,  carrera 10000 m, 1768742.0, Torneo de Gabon, 1, 1608528.0, Torneo de Israel, 1
572,  salto largo, 956.0, Torneo de Ukraine, 2, 869.0, Torneo de Kazakhstan, 2
314,  carrera 21000 m, 3827260.0, Torneo de Marshall Islands, 1, 3482942.0, Torneo de Azerbaijan, 1
523,  salto de altura, 261.0, Torneo de Nicaragua, 6, 237.0, Torneo de Vatican City, 5
730,  lanzamiento de martillo, 8980.0, Torneo de Uganda, 3, 8180.0, Torneo de Burkina Faso, 6
177,  carrera 1500 m, 229574.0, Torneo de Taiwan, 1, 208828.0, Torneo de Bosnia and Herzegovina, 1
417,  carrera 400 m con vallas, 50690.0, Torneo de San Marino, 1, 46118.0, Torneo de Uruguay, 1
667,  lanzamiento de bala, 2521.0, Torneo de Sweden, 10, 2292.0, Torneo de Saint Vincent and the Grenadines, 10
794,  lanzamiento de jabalina, 9967.0, Torneo de Chad, 9, 9063.0, Torneo de Saint Vincent and the Grenadines, 3
409,  carrera 400 m con vallas, 50698.0, Torneo de Georgia, 1, 46120.0, Torneo de United Arab Emirates, 1
47,  carrera 200 m, 21433.0, Torneo de Dominican Republic, 1, 19506.0, Torneo de Nepal, 1
724,  lanzamiento de disco, 7905.0, Torneo de Jordan, 1, 7187.0, Torneo de Chad, 4
358,  carrera 42000 m, 8026434.0, Torneo de Luxembourg, 1, 7303429.0, Torneo de Bahrain, 1
94,  carrera 400 m, 47760.0, Torneo de Malaysia, 1, 43476.0, Torneo de Burkina Faso, 1
143,  carrera 800 m, 112066.0, Torneo de Philippines, 1, 101945.0, Torneo de Argentina, 1
468,  carrera 3000 m con vallas, 528800.0, Torneo de Oman, 1, 481179.0, Torneo de Kenya, 1
583,  salto largo, 956.0, Torneo de Mauritania, 5, 869.0, Torneo de Zimbabwe, 9
403,  carrera 110 m con vallas, 13297.0, Torneo de Maldives, 1, 12105.0, Torneo de Antigua and Barbuda, 1
546,  salto con pertiga, 667.0, Torneo de Denmark, 4, 606.0, Torneo de Uzbekistan, 6
771,  lanzamiento de jabalina, 9940.0, Torneo de Morocco, 8, 9087.0, Torneo de Zimbabwe, 4
618,  salto triple, 1996.0, Torneo de Colombia, 6, 1814.0, Torneo de Kuwait, 6
411,  carrera 400 m con vallas, 50697.0, Torneo de Gambia, 1, 46118.0, Torneo de Vietnam, 1
471,  carrera 3000 m con vallas, 529006.0, Torneo de Ghana, 1, 481266.0, Torneo de Denmark, 1
486,  salto de altura, 261.0, Torneo de Puerto Rico, 9, 237.0, Torneo de Syria, 10
652,  lanzamiento de bala, 2521.0, Torneo de United Arab Emirates, 1, 2292.0, Torneo de Virgin Islands (British), 5
533,  salto con pertiga, 667.0, Torneo de Venezuela, 5, 606.0, Torneo de Philippines, 1
74,  carrera 200 m, 21438.0, Torneo de Mexico, 1, 19507.0, Torneo de Tonga, 1
359,  carrera 42000 m, 8030767.0, Torneo de Andorra, 1, 7311718.0, Torneo de Congo Republic of the, 1
799,  lanzamiento de jabalina, 9959.0, Torneo de Marshall Islands, 9, 9061.0, Torneo de Scotland, 2
220,  carrera 5000 m, 848817.0, Torneo de Bahamas, 1, 772128.0, Torneo de Saudi Arabia, 1
689,  lanzamiento de disco, 7903.0, Torneo de Sierra Leone, 10, 7186.0, Torneo de Guinea, 5
693,  lanzamiento de disco, 7903.0, Torneo de Rwanda, 4, 7186.0, Torneo de Cambodia, 6
155,  carrera 1500 m, 229610.0, Torneo de Guinea, 1, 208805.0, Torneo de Togo, 1
155,  carrera 800 m, 111989.0, Torneo de Canada, 1, 101899.0, Torneo de South Korea, 1
345,  carrera 42000 m, 8027660.0, Torneo de Senegal, 1, 7306906.0, Torneo de Albania, 1
446,  carrera 3000 m con vallas, 529036.0, Torneo de Germany, 1, 481711.0, Torneo de Marshall Islands, 1
116,  carrera 400 m, 47765.0, Torneo de Somalia, 1, 43470.0, Torneo de Moldova, 1
121,  carrera 400 m, 47792.0, Torneo de Czechia, 1, 43462.0, Torneo de Monaco, 1
580,  salto triple, 1996.0, Torneo de San Marino, 7, 1814.0, Torneo de Turkmenistan, 10
580,  salto largo, 956.0, Torneo de Guinea-Bissau, 9, 870.0, Torneo de Paraguay, 6
432,  carrera 400 m con vallas, 50699.0, Torneo de Kenya, 1, 46178.0, Torneo de Central African Republic, 1
372,  carrera 110 m con vallas, 13306.0, Torneo de Lesotho, 1, 12098.0, Torneo de Timor-Leste, 1
249,  carrera 21000 m, 3828474.0, Torneo de Switzerland, 1, 3482018.0, Torneo de Syria, 1
249,  carrera 10000 m, 1768375.0, Torneo de Monaco, 1, 1609354.0, Torneo de Argentina, 1
698,  lanzamiento de disco, 7898.0, Torneo de Vietnam, 8, 7192.0, Torneo de Tanzania, 3
366,  carrera 110 m con vallas, 13304.0, Torneo de Jordan, 1, 12109.0, Torneo de Kuwait, 1
96,  carrera 400 m, 47774.0, Torneo de Chad, 1, 43473.0, Torneo de Comoros, 1
184,  carrera 1500 m, 229521.0, Torneo de Ghana, 1, 208771.0, Torneo de South Sudan, 1
184,  carrera 21000 m, 3826790.0, Torneo de Saint Lucia, 1, 3482679.0, Torneo de Gambia, 1
184,  carrera 10000 m, 1766874.0, Torneo de Syria, 1, 1608968.0, Torneo de Fiji, 1
184,  carrera 5000 m, 849167.0, Torneo de Panama, 1, 772098.0, Torneo de Australia, 1
492,  salto de altura, 261.0, Torneo de Macedonia, 1, 237.0, Torneo de Uzbekistan, 2
356,  carrera 42000 m, 8030629.0, Torneo de Cambodia, 1, 7302147.0, Torneo de Tanzania, 1
460,  carrera 3000 m con vallas, 529061.0, Torneo de Canada, 1, 481036.0, Torneo de New Zealand, 1
659,  lanzamiento de bala, 2520.0, Torneo de Sierra Leone, 4, 2292.0, Torneo de Syria, 2
146,  carrera 800 m, 112075.0, Torneo de Serbia, 1, 101892.0, Torneo de Libya, 1
473,  carrera 3000 m con vallas, 529080.0, Torneo de Sweden, 1, 481272.0, Torneo de Tunisia, 1
229,  carrera 10000 m, 1768785.0, Torneo de Lebanon, 1, 1608326.0, Torneo de Liberia, 1
229,  carrera 5000 m, 849287.0, Torneo de Australia, 1, 772303.0, Torneo de Algeria, 1
336,  carrera 42000 m, 8027313.0, Torneo de Netherlands, 1, 7304332.0, Torneo de Cabo Verde, 1
15,  carrera 100 m, 10733.0, Torneo de Uruguay, 1, 9760.0, Torneo de Lebanon, 1
365,  carrera 110 m con vallas, 13283.0, Torneo de Malta, 1, 12105.0, Torneo de Georgia, 1
539,  salto con pertiga, 667.0, Torneo de Qatar, 9, 606.0, Torneo de Nicaragua, 8
410,  carrera 400 m con vallas, 50689.0, Torneo de Wales, 1, 46095.0, Torneo de Mexico, 1
792,  lanzamiento de jabalina, 9968.0, Torneo de United Arab Emirates, 1, 9062.0, Torneo de Austria, 9
797,  lanzamiento de jabalina, 9968.0, Torneo de Japan, 10, 9062.0, Torneo de Finland, 10
209,  carrera 10000 m, 1766586.0, Torneo de South Africa, 1, 1609174.0, Torneo de Thailand, 1
209,  carrera 5000 m, 848785.0, Torneo de Puerto Rico, 1, 772176.0, Torneo de Kyrgyzstan, 1
22,  carrera 100 m, 10732.0, Torneo de Monaco, 1, 9761.0, Torneo de Puerto Rico, 1
22,  carrera 200 m, 21444.0, Torneo de Luxembourg, 1, 19500.0, Torneo de Grenada, 1
112,  carrera 400 m, 47791.0, Torneo de Cambodia, 1, 43471.0, Torneo de Australia, 1
437,  carrera 400 m con vallas, 50698.0, Torneo de Comoros, 1, 46100.0, Torneo de Bolivia, 1
233,  carrera 5000 m, 848869.0, Torneo de Cuba, 1, 772169.0, Torneo de Germany, 1
663,  lanzamiento de bala, 2520.0, Torneo de Turkey, 2, 2291.0, Torneo de United States, 9
459,  carrera 3000 m con vallas, 529086.0, Torneo de Ukraine, 1, 481195.0, Torneo de Armenia, 1
726,  lanzamiento de martillo, 8992.0, Torneo de Venezuela, 5, 8177.0, Torneo de Togo, 4
525,  salto con pertiga, 667.0, Torneo de Tanzania, 2, 606.0, Torneo de Slovenia, 8
433,  carrera 400 m con vallas, 50656.0, Torneo de Benin, 1, 46101.0, Torneo de Georgia, 1
408,  carrera 400 m con vallas, 50687.0, Torneo de Azerbaijan, 1, 46094.0, Torneo de Comoros, 1
640,  salto triple, 1995.0, Torneo de Luxembourg, 4, 1815.0, Torneo de Niger, 9
721,  lanzamiento de disco, 7904.0, Torneo de Mauritania, 3, 7197.0, Torneo de Puerto Rico, 5
484,  salto de altura, 261.0, Torneo de Trinidad and Tobago, 6, 237.0, Torneo de Vatican City, 4
578,  salto largo, 956.0, Torneo de Saint Vincent and the Grenadines, 5, 869.0, Torneo de South Korea, 10
385,  carrera 110 m con vallas, 13305.0, Torneo de Vanuatu, 1, 12102.0, Torneo de Papua New Guinea, 1
421,  carrera 400 m con vallas, 50692.0, Torneo de Finland, 1, 46116.0, Torneo de Bulgaria, 1
262,  carrera 10000 m, 1766456.0, Torneo de Azerbaijan, 1, 1608971.0, Torneo de Switzerland, 1
597,  salto largo, 956.0, Torneo de Albania, 8, 869.0, Torneo de Turkmenistan, 9
579,  salto largo, 956.0, Torneo de Bangladesh, 4, 869.0, Torneo de Mexico, 2
491,  salto de altura, 261.0, Torneo de United States, 5, 237.0, Torneo de South Africa, 3
702,  lanzamiento de disco, 7905.0, Torneo de Norway, 4, 7187.0, Torneo de Mexico, 1
602,  salto largo, 956.0, Torneo de Palau, 8, 869.0, Torneo de Vanuatu, 3
98,  carrera 400 m con vallas, 50664.0, Torneo de Zimbabwe, 1, 46127.0, Torneo de Maldives, 1
98,  carrera 400 m, 47761.0, Torneo de Mexico, 1, 43457.0, Torneo de Ukraine, 1
669,  lanzamiento de bala, 2520.0, Torneo de United States, 6, 2291.0, Torneo de Vatican City, 2
686,  lanzamiento de disco, 7904.0, Torneo de Paraguay, 4, 7189.0, Torneo de Uzbekistan, 1
224,  carrera 10000 m, 1767213.0, Torneo de Turkey, 1, 1608470.0, Torneo de Eritrea, 1
224,  carrera 5000 m, 849204.0, Torneo de Nicaragua, 1, 772409.0, Torneo de Nepal, 1
152,  carrera 800 m, 112022.0, Torneo de Angola, 1, 101904.0, Torneo de Monaco, 1
495,  salto de altura, 261.0, Torneo de Zambia, 3, 237.0, Torneo de Turkmenistan, 9
135,  carrera 800 m, 112055.0, Torneo de Rwanda, 1, 102008.0, Torneo de San Marino, 1
790,  lanzamiento de jabalina, 9966.0, Torneo de Portugal, 8, 9062.0, Torneo de Guinea-Bissau, 4
503,  salto de altura, 261.0, Torneo de Uzbekistan, 10, 237.0, Torneo de Puerto Rico, 4
302,  carrera 21000 m, 3827462.0, Torneo de Zimbabwe, 1, 3481507.0, Torneo de Greece, 1
389,  carrera 110 m con vallas, 13303.0, Torneo de Samoa, 1, 12107.0, Torneo de Virgin Islands (British), 1
404,  carrera 400 m con vallas, 50697.0, Torneo de Ivory Coast, 1, 46102.0, Torneo de Israel, 1
54,  carrera 110 m con vallas, 13308.0, Torneo de Panama, 1, 12102.0, Torneo de Indonesia, 1
54,  carrera 200 m, 21442.0, Torneo de Australia, 1, 19505.0, Torneo de Niger, 1
658,  lanzamiento de bala, 2520.0, Torneo de Burkina Faso, 5, 2294.0, Torneo de Mongolia, 1
75,  carrera 200 m, 21422.0, Torneo de Jamaica, 1, 19515.0, Torneo de Venezuela, 1
338,  carrera 42000 m, 8028679.0, Torneo de Chile, 1, 7304505.0, Torneo de Lebanon, 1
632,  salto triple, 1995.0, Torneo de Suriname, 4, 1814.0, Torneo de Mozambique, 7
259,  carrera 10000 m, 1768095.0, Torneo de Mali, 1, 1608516.0, Torneo de Uruguay, 1
541,  salto con pertiga, 667.0, Torneo de Virgin Islands (British), 5, 606.0, Torneo de Guyana, 7
287,  carrera 21000 m, 3827918.0, Torneo de Rwanda, 1, 3483548.0, Torneo de Suriname, 1
798,  lanzamiento de jabalina, 9967.0, Torneo de Greece, 2, 9063.0, Torneo de Scotland, 9
651,  lanzamiento de bala, 2521.0, Torneo de Uruguay, 7, 2292.0, Torneo de India, 6
115,  carrera 400 m, 47791.0, Torneo de Wales, 1, 43467.0, Torneo de Italy, 1
271,  carrera 10000 m, 1768720.0, Torneo de Estonia, 1, 1608075.0, Torneo de Ecuador, 1
743,  lanzamiento de martillo, 8991.0, Torneo de Eritrea, 2, 8174.0, Torneo de Nepal, 8
453,  carrera 3000 m con vallas, 529108.0, Torneo de Bulgaria, 1, 481332.0, Torneo de French Guiana, 1
740,  lanzamiento de martillo, 8975.0, Torneo de Germany, 10, 8178.0, Torneo de New Zealand, 8
741,  lanzamiento de martillo, 8987.0, Torneo de Wales, 4, 8176.0, Torneo de Nigeria, 10
256,  carrera 10000 m, 1767096.0, Torneo de Serbia, 1, 1608151.0, Torneo de Paraguay, 1
627,  salto triple, 1995.0, Torneo de Tanzania, 3, 1814.0, Torneo de Puerto Rico, 2
617,  salto triple, 1995.0, Torneo de Myanmar, 7, 1814.0, Torneo de Greece, 9
203,  carrera 1500 m, 229623.0, Torneo de Gabon, 1, 208852.0, Torneo de Turkey, 1
174,  carrera 1500 m, 229624.0, Torneo de Panama, 1, 208809.0, Torneo de Albania, 1
279,  carrera 10000 m, 1767550.0, Torneo de Finland, 1, 1608079.0, Torneo de Kosovo, 1
183,  carrera 1500 m, 229496.0, Torneo de Cabo Verde, 1, 208853.0, Torneo de Uganda, 1
58,  carrera 200 m, 21426.0, Torneo de Congo Republic of the, 1, 19532.0, Torneo de Cameroon, 1
260,  carrera 21000 m, 3825488.0, Torneo de Malawi, 1, 3482276.0, Torneo de Belarus, 1
260,  carrera 10000 m, 1768348.0, Torneo de Sri Lanka, 1, 1610703.0, Torneo de Equatorial Guinea, 1
260,  carrera 42000 m, 8030678.0, Torneo de Malta, 1, 7307624.0, Torneo de Russia, 1
509,  salto de altura, 261.0, Torneo de Denmark, 8, 237.0, Torneo de South Africa, 3
186,  carrera 1500 m, 229566.0, Torneo de Israel, 1, 208792.0, Torneo de Morocco, 1
555,  salto con pertiga, 667.0, Torneo de Zambia, 7, 606.0, Torneo de Guinea-Bissau, 2
515,  salto de altura, 261.0, Torneo de Uganda, 5, 237.0, Torneo de Wales, 4
593,  salto largo, 955.0, Torneo de Uruguay, 9, 869.0, Torneo de United States, 3
419,  carrera 400 m con vallas, 50623.0, Torneo de Suriname, 1, 46121.0, Torneo de Serbia, 1
518,  salto de altura, 261.0, Torneo de Zimbabwe, 6, 237.0, Torneo de Puerto Rico, 6
148,  carrera 800 m, 112041.0, Torneo de Trinidad and Tobago, 1, 101916.0, Torneo de Cambodia, 1
738,  lanzamiento de martillo, 8988.0, Torneo de Suriname, 3, 8179.0, Torneo de Bahrain, 7
764,  lanzamiento de martillo, 8984.0, Torneo de Grenada, 6, 8175.0, Torneo de El Salvador, 8
223,  carrera 5000 m, 849028.0, Torneo de Colombia, 1, 772521.0, Torneo de Iceland, 1
603,  salto largo, 956.0, Torneo de Kyrgyzstan, 5, 869.0, Torneo de Malaysia, 8
86,  carrera 400 m, 47776.0, Torneo de Thailand, 1, 43470.0, Torneo de French Guiana, 1
89,  carrera 400 m, 47772.0, Torneo de Singapore, 1, 43494.0, Torneo de South Africa, 1
78,  carrera 200 m, 21433.0, Torneo de Liechtenstein, 1, 19506.0, Torneo de Saudi Arabia, 1
216,  carrera 21000 m, 3828454.0, Torneo de Cyprus, 1, 3481810.0, Torneo de Wales, 1
216,  carrera 10000 m, 1768131.0, Torneo de United States, 1, 1608123.0, Torneo de Seychelles, 1
216,  carrera 5000 m, 848818.0, Torneo de United Kingdom, 1, 772725.0, Torneo de Qatar, 1
243,  carrera 5000 m, 849135.0, Torneo de Czechia, 1, 772375.0, Torneo de Djibouti, 1
243,  carrera 3000 m con vallas, 529133.0, Torneo de Afghanistan, 1, 481175.0, Torneo de Ivory Coast, 1
462,  carrera 3000 m con vallas, 529130.0, Torneo de United Arab Emirates, 1, 481256.0, Torneo de Australia, 1
655,  lanzamiento de bala, 2521.0, Torneo de Monaco, 7, 2293.0, Torneo de Benin, 6
107,  carrera 400 m, 47762.0, Torneo de Gambia, 1, 43501.0, Torneo de Sweden, 1
775,  lanzamiento de jabalina, 9963.0, Torneo de Albania, 3, 9072.0, Torneo de Burkina Faso, 8
149,  carrera 800 m, 112038.0, Torneo de Bahamas, 1, 101893.0, Torneo de Malaysia, 1
27,  carrera 100 m, 10734.0, Torneo de Luxembourg, 1, 9769.0, Torneo de Scotland, 1
550,  salto con pertiga, 667.0, Torneo de Papua New Guinea, 3, 606.0, Torneo de South Africa, 7
141,  carrera 800 m, 112056.0, Torneo de Rwanda, 1, 101906.0, Torneo de Czechia, 1
575,  salto largo, 956.0, Torneo de Romania, 9, 869.0, Torneo de Chad, 10
412,  carrera 400 m con vallas, 50702.0, Torneo de Lithuania, 1, 46099.0, Torneo de Chile, 1
396,  carrera 110 m con vallas, 13295.0, Torneo de Jamaica, 1, 12098.0, Torneo de Djibouti, 1
119,  carrera 400 m, 47793.0, Torneo de New Zealand, 1, 43466.0, Torneo de Kenya, 1
59,  carrera 200 m, 21429.0, Torneo de Ethiopia, 1, 19502.0, Torneo de Saint Kitts and Nevis, 1
537,  salto con pertiga, 667.0, Torneo de Uruguay, 7, 606.0, Torneo de Lithuania, 6
529,  salto con pertiga, 667.0, Torneo de Romania, 3, 606.0, Torneo de Slovenia, 1
742,  lanzamiento de martillo, 8989.0, Torneo de Sri Lanka, 7, 8174.0, Torneo de Georgia, 8
376,  carrera 110 m con vallas, 13302.0, Torneo de Cabo Verde, 1, 12112.0, Torneo de Vietnam, 1
590,  salto largo, 956.0, Torneo de Saint Kitts and Nevis, 2, 869.0, Torneo de Saint Vincent and the Grenadines, 1
289,  carrera 21000 m, 3826137.0, Torneo de Congo Democratic Republic of the, 1, 3485931.0, Torneo de Indonesia, 1
20,  carrera 100 m, 10733.0, Torneo de Eritrea, 1, 9770.0, Torneo de Denmark, 1
199,  carrera 1500 m, 229613.0, Torneo de Chile, 1, 208792.0, Torneo de Mongolia, 1
199,  carrera 5000 m, 848834.0, Torneo de Mexico, 1, 772743.0, Torneo de Grenada, 1
427,  carrera 400 m con vallas, 50699.0, Torneo de Mexico, 1, 46113.0, Torneo de Kazakhstan, 1
630,  salto triple, 1996.0, Torneo de Norway, 1, 1815.0, Torneo de Fiji, 1
666,  lanzamiento de bala, 2521.0, Torneo de Bahrain, 5, 2291.0, Torneo de Kazakhstan, 5
521,  salto de altura, 261.0, Torneo de Saint Vincent and the Grenadines, 1, 237.0, Torneo de Pakistan, 4
748,  lanzamiento de martillo, 8979.0, Torneo de Senegal, 10, 8174.0, Torneo de Ireland, 7
654,  lanzamiento de bala, 2521.0, Torneo de Benin, 6, 2292.0, Torneo de Monaco, 5
195,  carrera 1500 m, 229463.0, Torneo de Sierra Leone, 1, 208796.0, Torneo de Burundi, 1
195,  carrera 5000 m, 849050.0, Torneo de Congo Democratic Republic of the, 1, 772460.0, Torneo de Cameroon, 1
242,  carrera 5000 m, 849207.0, Torneo de Serbia, 1, 772318.0, Torneo de Algeria, 1
633,  salto triple, 1996.0, Torneo de Puerto Rico, 3, 1815.0, Torneo de Uganda, 8
337,  carrera 42000 m, 8025541.0, Torneo de Grenada, 1, 7302469.0, Torneo de Mozambique, 1
200,  carrera 1500 m, 229632.0, Torneo de Lithuania, 1, 208821.0, Torneo de Turkey, 1
200,  carrera 5000 m, 848915.0, Torneo de Brunei, 1, 772270.0, Torneo de Samoa, 1
584,  salto largo, 956.0, Torneo de Libya, 9, 869.0, Torneo de Saint Lucia, 5
167,  carrera 1500 m, 229577.0, Torneo de Kiribati, 1, 208780.0, Torneo de Guatemala, 1
190,  carrera 1500 m, 229437.0, Torneo de Bolivia, 1, 208819.0, Torneo de Kuwait, 1
190,  carrera 5000 m, 848705.0, Torneo de Taiwan, 1, 773042.0, Torneo de Denmark, 1
7,  carrera 100 m, 10736.0, Torneo de Mali, 1, 9765.0, Torneo de Palau, 1
636,  salto triple, 1995.0, Torneo de South Korea, 4, 1814.0, Torneo de Saint Lucia, 1
757,  lanzamiento de martillo, 8992.0, Torneo de Italy, 1, 8175.0, Torneo de San Marino, 9
532,  salto con pertiga, 667.0, Torneo de Mauritania, 4, 606.0, Torneo de Trinidad and Tobago, 1
613,  salto triple, 1996.0, Torneo de United Kingdom, 2, 1814.0, Torneo de French Guiana, 1
690,  lanzamiento de disco, 7904.0, Torneo de Israel, 4, 7192.0, Torneo de Turkey, 2
566,  salto largo, 956.0, Torneo de Namibia, 8, 869.0, Torneo de Sweden, 9
488,  salto de altura, 261.0, Torneo de South Sudan, 9, 237.0, Torneo de Malta, 1
150,  carrera 800 m, 112020.0, Torneo de Timor-Leste, 1, 101928.0, Torneo de Georgia, 1
281,  carrera 10000 m, 1768816.0, Torneo de Kiribati, 1, 1611081.0, Torneo de Mexico, 1
554,  salto con pertiga, 667.0, Torneo de Vietnam, 1, 606.0, Torneo de Trinidad and Tobago, 10
207,  carrera 5000 m, 849170.0, Torneo de Fiji, 1, 772110.0, Torneo de Ecuador, 1
100,  carrera 400 m, 47706.0, Torneo de Liberia, 1, 43456.0, Torneo de Laos, 1
502,  salto de altura, 261.0, Torneo de Tuvalu, 5, 237.0, Torneo de Vatican City, 6
317,  carrera 21000 m, 3824795.0, Torneo de Saudi Arabia, 1, 3482666.0, Torneo de Nicaragua, 1
297,  carrera 21000 m, 3829025.0, Torneo de Panama, 1, 3481150.0, Torneo de Congo Democratic Republic of the, 1
36,  carrera 100 m, 10734.0, Torneo de Lesotho, 1, 9763.0, Torneo de Germany, 1
40,  carrera 100 m, 10736.0, Torneo de Guyana, 1, 9761.0, Torneo de Guinea-Bissau, 1
679,  lanzamiento de bala, 2516.0, Torneo de Nicaragua, 2, 2291.0, Torneo de Madagascar, 10
198,  carrera 1500 m, 229428.0, Torneo de Serbia, 1, 208794.0, Torneo de Peru, 1
556,  salto con pertiga, 667.0, Torneo de Latvia, 2, 606.0, Torneo de Tunisia, 1
347,  carrera 42000 m, 8024575.0, Torneo de Uzbekistan, 1, 7308190.0, Torneo de Mongolia, 1
68,  carrera 200 m, 21446.0, Torneo de Solomon Islands, 1, 19514.0, Torneo de Lebanon, 1
626,  salto triple, 1994.0, Torneo de Slovenia, 2, 1815.0, Torneo de Oman, 6
341,  carrera 42000 m, 8030363.0, Torneo de Uganda, 1, 7303562.0, Torneo de Russia, 1
179,  carrera 1500 m, 229632.0, Torneo de Azerbaijan, 1, 208786.0, Torneo de Finland, 1
620,  salto triple, 1996.0, Torneo de Eritrea, 7, 1814.0, Torneo de Oman, 4
682,  lanzamiento de bala, 2518.0, Torneo de Luxembourg, 6, 2293.0, Torneo de Kiribati, 3
445,  carrera 3000 m con vallas, 528818.0, Torneo de Morocco, 1, 481078.0, Torneo de Mali, 1
193,  carrera 1500 m, 229647.0, Torneo de Bhutan, 1, 208782.0, Torneo de San Marino, 1
466,  carrera 3000 m con vallas, 528951.0, Torneo de Indonesia, 1, 481492.0, Torneo de Mauritius, 1
38,  carrera 100 m, 10718.0, Torneo de Costa Rica, 1, 9779.0, Torneo de Mongolia, 1
606,  salto triple, 1995.0, Torneo de Barbados, 6, 1814.0, Torneo de Kazakhstan, 10
319,  carrera 21000 m, 3823854.0, Torneo de Serbia, 1, 3481005.0, Torneo de Luxembourg, 1
392,  carrera 110 m con vallas, 13304.0, Torneo de Palau, 1, 12100.0, Torneo de Vietnam, 1
187,  carrera 1500 m, 229598.0, Torneo de Uganda, 1, 208773.0, Torneo de Madagascar, 1
668,  lanzamiento de martillo, 8985.0, Torneo de Panama, 10, 8174.0, Torneo de Venezuela, 4
668,  lanzamiento de bala, 2521.0, Torneo de Oman, 5, 2293.0, Torneo de Turkey, 4
661,  lanzamiento de bala, 2519.0, Torneo de Zimbabwe, 2, 2291.0, Torneo de Russia, 7
454,  carrera 3000 m con vallas, 528870.0, Torneo de Namibia, 1, 481113.0, Torneo de Costa Rica, 1
291,  carrera 21000 m, 3828843.0, Torneo de Ecuador, 1, 3481489.0, Torneo de Burkina Faso, 1
57,  carrera 200 m, 21446.0, Torneo de Marshall Islands, 1, 19504.0, Torneo de Guinea, 1
753,  lanzamiento de martillo, 8992.0, Torneo de Papua New Guinea, 10, 8175.0, Torneo de Mongolia, 2
696,  lanzamiento de disco, 7905.0, Torneo de Uganda, 5, 7190.0, Torneo de Vietnam, 4
39,  carrera 100 m, 10734.0, Torneo de Cambodia, 1, 9776.0, Torneo de Congo Republic of the, 1
39,  carrera 200 m, 21444.0, Torneo de Dominican Republic, 1, 19501.0, Torneo de United Kingdom, 1
400,  carrera 110 m con vallas, 13305.0, Torneo de Eritrea, 1, 12098.0, Torneo de Tonga, 1
205,  carrera 10000 m, 1768601.0, Torneo de Azerbaijan, 1, 1608319.0, Torneo de Zambia, 1
205,  carrera 5000 m, 849153.0, Torneo de Azerbaijan, 1, 772111.0, Torneo de Bangladesh, 1
752,  lanzamiento de martillo, 8992.0, Torneo de New Zealand, 10, 8179.0, Torneo de Hungary, 2
519,  salto de altura, 261.0, Torneo de Zambia, 5, 237.0, Torneo de Turkey, 5
6,  carrera 100 m, 10731.0, Torneo de Honduras, 1, 9769.0, Torneo de Barbados, 1
6,  carrera 200 m, 21438.0, Torneo de Tonga, 1, 19517.0, Torneo de Kuwait, 1
684,  lanzamiento de bala, 2519.0, Torneo de Congo Republic of the, 9, 2291.0, Torneo de Papua New Guinea, 3
648,  lanzamiento de bala, 2521.0, Torneo de Sri Lanka, 8, 2291.0, Torneo de Ukraine, 8
785,  lanzamiento de jabalina, 9967.0, Torneo de Austria, 9, 9062.0, Torneo de Gambia, 2
126,  carrera 800 m, 112019.0, Torneo de Virgin Islands (British), 1, 101918.0, Torneo de Netherlands, 1
611,  salto triple, 1996.0, Torneo de Cuba, 4, 1814.0, Torneo de Tuvalu, 3
387,  carrera 110 m con vallas, 13308.0, Torneo de New Zealand, 1, 12100.0, Torneo de Eritrea, 1
228,  carrera 5000 m, 849119.0, Torneo de Algeria, 1, 772274.0, Torneo de Ukraine, 1
728,  lanzamiento de martillo, 8991.0, Torneo de Colombia, 8, 8175.0, Torneo de Nepal, 9
208,  carrera 21000 m, 3828537.0, Torneo de Moldova, 1, 3481565.0, Torneo de Kazakhstan, 1
208,  carrera 10000 m, 1767320.0, Torneo de South Sudan, 1, 1608999.0, Torneo de Belgium, 1
208,  carrera 5000 m, 849157.0, Torneo de Lithuania, 1, 772645.0, Torneo de Estonia, 1
156,  carrera 800 m, 112045.0, Torneo de Lebanon, 1, 101915.0, Torneo de Colombia, 1
522,  salto de altura, 261.0, Torneo de Turkey, 5, 237.0, Torneo de Thailand, 4
407,  carrera 400 m con vallas, 50689.0, Torneo de Bahrain, 1, 46094.0, Torneo de Timor-Leste, 1
231,  carrera 5000 m, 849044.0, Torneo de Timor-Leste, 1, 773421.0, Torneo de Maldives, 1
81,  carrera 200 m, 21441.0, Torneo de Yemen, 1, 19519.0, Torneo de China, 1
394,  carrera 110 m con vallas, 13302.0, Torneo de Wales, 1, 12115.0, Torneo de Saint Lucia, 1
436,  carrera 400 m con vallas, 50696.0, Torneo de Chad, 1, 46199.0, Torneo de South Africa, 1
