NombreTipoEspecialidade, IdDeportista, NombreDeportista, NombresEspecialidades
tiempo, 364, Grant HOLLOWAY, carrera 110 m con vallas
tiempo, 365, Daniel ROBERTS, carrera 110 m con vallas
tiempo, 366, Orlando ORTEGA, carrera 110 m con vallas
tiempo, 367, Omar MCLEOD, carrera 110 m con vallas
tiempo, 368, Sergey SHUBENKOV, carrera 110 m con vallas
tiempo, 369, Pascal MARTINOT-LAGARDE, carrera 110 m con vallas
tiempo, 370, Wenjun XIE, carrera 110 m con vallas
tiempo, 371, Freddie CRITTENDEN, carrera 110 m con vallas
tiempo, 372, Gabriel CONSTANTINO, carrera 110 m con vallas
tiempo, 373, Ronald LEVY, carrera 110 m con vallas
tiempo, 374, Shunya TAKAYAMA, carrera 110 m con vallas
tiempo, 375, Orlando BENNETT, carrera 110 m con vallas
tiempo, 376, Wilhem BELOCIAN, carrera 110 m con vallas
tiempo, 377, Andrew POZZI, carrera 110 m con vallas
tiempo, 378, Milan TRAJKOVIC, carrera 110 m con vallas
tiempo, 379, Antonio ALKANA, carrera 110 m con vallas
tiempo, 380, Eduardo RODRIGUES, carrera 110 m con vallas
tiempo, 381, Shane BRATHWAITE, carrera 110 m con vallas
tiempo, 382, Andrew RILEY, carrera 110 m con vallas
tiempo, 383, Devon ALLEN, carrera 110 m con vallas
tiempo, 384, Danielle WILLIAMS, carrera 110 m con vallas
tiempo, 385, Nia ALI, carrera 110 m con vallas
tiempo, 387, Kendra HARRISON, carrera 110 m con vallas
tiempo, 388, Tobi AMUSAN, carrera 110 m con vallas
tiempo, 389, Chanel BRISSETT, carrera 110 m con vallas
tiempo, 390, Tonea MARSHALL, carrera 110 m con vallas
tiempo, 391, Christina CLEMONS, carrera 110 m con vallas
tiempo, 392, Kendell WILLIAMS, carrera 110 m con vallas
tiempo, 393, Brianna MCNEAL, carrera 110 m con vallas
tiempo, 394, Megan TAPPER, carrera 110 m con vallas
tiempo, 395, Nadine VISSER, carrera 110 m con vallas
tiempo, 396, Queen CLAYE, carrera 110 m con vallas
tiempo, 397, Andrea Carolina VARGAS, carrera 110 m con vallas
tiempo, 398, Sharika NELVIS, carrera 110 m con vallas
tiempo, 399, Anna COCKRELL, carrera 110 m con vallas
tiempo, 400, Payton CHADWICK, carrera 110 m con vallas
tiempo, 401, Sally PEARSON, carrera 110 m con vallas
tiempo, 402, Elvira HERMAN, carrera 110 m con vallas
tiempo, 403, Britany ANDERSON, carrera 110 m con vallas
tiempo, 404, Karsten WARHOLM, carrera 400 m con vallas
tiempo, 407, Kyron MCMASTER, carrera 400 m con vallas
tiempo, 408, TJ HOLMES, carrera 400 m con vallas
tiempo, 409, Yasmani COPELLO, carrera 400 m con vallas
tiempo, 410, Alison DOS SANTOS, carrera 400 m con vallas
tiempo, 411, Ludvy VAILLANT, carrera 400 m con vallas
tiempo, 412, Abdelmalik LAHOULOU, carrera 400 m con vallas
tiempo, 414, Marcio TELES, carrera 400 m con vallas
tiempo, 415, Amere LATTIN, carrera 400 m con vallas
tiempo, 416, Norman GRIMES, carrera 400 m con vallas
tiempo, 417, David KENDZIERA, carrera 400 m con vallas
tiempo, 418, Kemar MOWATT, carrera 400 m con vallas
tiempo, 419, Sokwakhana ZAZINI, carrera 400 m con vallas
tiempo, 420, Dharun AYYASAMY, carrera 400 m con vallas
tiempo, 421, Takatoshi ABE, carrera 400 m con vallas
tiempo, 422, Patryk DOBEK, carrera 400 m con vallas
tiempo, 423, Lindsay HANEKOM, carrera 400 m con vallas
tiempo, 426, Ashley SPENCER, carrera 400 m con vallas
tiempo, 427, Shamier LITTLE, carrera 400 m con vallas
tiempo, 428, Rushell CLAYTON, carrera 400 m con vallas
tiempo, 429, Lea SPRUNGER, carrera 400 m con vallas
tiempo, 430, Zuzana HEJNOVÁ, carrera 400 m con vallas
tiempo, 431, Tia-Adana BELLE, carrera 400 m con vallas
tiempo, 432, Sage WATSON, carrera 400 m con vallas
tiempo, 433, Anna RYZHYKOVA, carrera 400 m con vallas
tiempo, 434, Janieve RUSSELL, carrera 400 m con vallas
tiempo, 435, Amalie IUEL, carrera 400 m con vallas
tiempo, 436, Ayomide FOLORUNSO, carrera 400 m con vallas
tiempo, 437, Lauren WELLS, carrera 400 m con vallas
tiempo, 438, Sara Slott PETERSEN, carrera 400 m con vallas
tiempo, 439, Nikita TRACEY, carrera 400 m con vallas
tiempo, 440, Cassandra TATE, carrera 400 m con vallas
tiempo, 441, Zurian HECHAVARRÍA, carrera 400 m con vallas
tiempo, 442, Kori CARTER, carrera 400 m con vallas
tiempo, 443, Aminat JAMAL, carrera 400 m con vallas
tiempo, 444, Conseslus KIPRUTO, carrera 3000 m con vallas
tiempo, 445, Lamecha GIRMA, carrera 3000 m con vallas
tiempo, 446, Soufiane EL BAKKALI, carrera 3000 m con vallas
tiempo, 447, Benjamin KIGEN, carrera 3000 m con vallas
tiempo, 448, Getnet WALE, carrera 3000 m con vallas
tiempo, 449, Djilali BEDRANI, carrera 3000 m con vallas
tiempo, 450, Fernando CARRO, carrera 3000 m con vallas
tiempo, 451, Abraham KIBIWOT, carrera 3000 m con vallas
tiempo, 452, Chala BEYO, carrera 3000 m con vallas
tiempo, 453, Hillary BOR, carrera 3000 m con vallas
tiempo, 454, Leonard Kipkemoi BETT, carrera 3000 m con vallas
tiempo, 455, Takele NIGATE, carrera 3000 m con vallas
tiempo, 456, Stanley Kipkoech KEBENEI, carrera 3000 m con vallas
tiempo, 457, Lawrence Kemboi KIPSANG, carrera 3000 m con vallas
tiempo, 458, Nicholas Kiptanui BETT, carrera 3000 m con vallas
tiempo, 459, Albert CHEMUTAI, carrera 3000 m con vallas
tiempo, 460, Andrew BAYER, carrera 3000 m con vallas
tiempo, 461, Mohamed TINDOUFT, carrera 3000 m con vallas
tiempo, 462, Barnabas KIPYEGO, carrera 3000 m con vallas
tiempo, 463, Matthew HUGHES, carrera 3000 m con vallas
tiempo, 465, Emma COBURN, carrera 3000 m con vallas
tiempo, 466, Gesa Felicitas KRAUSE, carrera 3000 m con vallas
tiempo, 467, Norah JERUTO, carrera 3000 m con vallas
tiempo, 468, Hyvin KIYENG, carrera 3000 m con vallas
tiempo, 469, Winfred Mutile YAVI, carrera 3000 m con vallas
tiempo, 470, Daisy JEPKEMEI, carrera 3000 m con vallas
tiempo, 471, Celliphine Chepteek CHESPOL, carrera 3000 m con vallas
tiempo, 472, Courtney FRERICHS, carrera 3000 m con vallas
tiempo, 473, Peruth CHEMUTAI, carrera 3000 m con vallas
tiempo, 474, Colleen QUIGLEY, carrera 3000 m con vallas
tiempo, 475, Anna Emilie MØLLER, carrera 3000 m con vallas
tiempo, 476, Luiza GEGA, carrera 3000 m con vallas
tiempo, 478, Maruša MIŠMAŠ, carrera 3000 m con vallas
tiempo, 479, Mercy CHEPKURUI, carrera 3000 m con vallas
tiempo, 480, Genevieve GREGSON, carrera 3000 m con vallas
tiempo, 481, Mekides ABEBE, carrera 3000 m con vallas
tiempo, 482, Mercy WANJIRU, carrera 3000 m con vallas
tiempo, 483, Zita KÁCSER, carrera 3000 m con vallas
altura, 484, Mutaz Essa BARSHIM, salto de altura
altura, 485, Maksim NEDASEKAU, salto de altura
altura, 486, Mikhail AKIMENKO, salto de altura
altura, 487, Ilya IVANYUK, salto de altura
altura, 488, Stefano SOTTILE, salto de altura
altura, 489, Andriy PROTSENKO, salto de altura
altura, 490, Michael MASON, salto de altura
altura, 491, Majd Eddin GHAZAL, salto de altura
altura, 492, Yu WANG, salto de altura
altura, 493, Bohdan BONDARENKO, salto de altura
altura, 494, Daniil TSYPLAKOV, salto de altura
altura, 495, Joel BADEN, salto de altura
altura, 496, Django LOVETT, salto de altura
altura, 497, Takashi ETO, salto de altura
altura, 498, Mateusz PRZYBYLKO, salto de altura
altura, 499, Hamish KERR, salto de altura
altura, 500, Tihomir IVANOV, salto de altura
altura, 501, Jeron ROBINSON, salto de altura
altura, 502, Shelby MCEWEN, salto de altura
altura, 503, Dzmitry NABOKAU, salto de altura
altura, 504, Luis Enrique ZAYAS, salto de altura
altura, 505, Mariya LASITSKENE, salto de altura
altura, 506, Yaroslava MAHUCHIKH, salto de altura
altura, 507, Nafissatou THIAM, salto de altura
altura, 508, Yuliya LEVCHENKO, salto de altura
altura, 509, Anna CHICHEROVA, salto de altura
altura, 510, Vashti CUNNINGHAM, salto de altura
altura, 511, Karyna DEMIDIK, salto de altura
altura, 512, Iryna GERASHCHENKO, salto de altura
altura, 513, Kamila LIĆWINKO, salto de altura
altura, 514, Mirela DEMIREVA, salto de altura
altura, 515, Erika KINSEY, salto de altura
altura, 516, Nicola MCDERMOTT, salto de altura
altura, 517, Marie-Laurence JUNGFLEISCH, salto de altura
altura, 518, Daniela STANCIU, salto de altura
altura, 519, Svetlana RADZIVIL, salto de altura
altura, 520, Katarina JOHNSON-THOMPSON, salto de altura
altura, 521, Ella JUNNILA, salto de altura
altura, 522, María Fernanda MURILLO, salto de altura
altura, 523, Ana ŠIMIĆ, salto de altura
altura, 524, Sam KENDRICKS, salto con pertiga
altura, 525, Piotr LISEK, salto con pertiga
altura, 526, Armand DUPLANTIS, salto con pertiga
altura, 527, Christopher NILSEN, salto con pertiga
altura, 528, Thiago BRAZ, salto con pertiga
altura, 529, Paweł WOJCIECHOWSKI, salto con pertiga
altura, 530, Renaud LAVILLENIE, salto con pertiga
altura, 531, Cole WALSH, salto con pertiga
altura, 532, Valentin LAVILLENIE, salto con pertiga
altura, 533, Kurtis MARSCHALL, salto con pertiga
altura, 534, Ernest John OBIENA, salto con pertiga
altura, 535, Andrew IRWIN, salto con pertiga
altura, 536, Torben BLECH, salto con pertiga
altura, 537, Sondre GUTTORMSEN, salto con pertiga
altura, 538, Raphael HOLZDEPPE, salto con pertiga
altura, 539, Augusto DUTRA, salto con pertiga
altura, 540, Zachery BRADFORD, salto con pertiga
altura, 541, Ben BROEDERS, salto con pertiga
altura, 542, Kc LIGHTFOOT, salto con pertiga
altura, 543, Anzhelika SIDOROVA, salto con pertiga
altura, 544, Jennifer SUHR, salto con pertiga
altura, 545, Sandi MORRIS, salto con pertiga
altura, 546, Eliza MCCARTNEY, salto con pertiga
altura, 547, Katerina STEFANIDI, salto con pertiga
altura, 548, Katie NAGEOTTE, salto con pertiga
altura, 549, Alysha NEWMAN, salto con pertiga
altura, 550, Holly BRADSHAW, salto con pertiga
altura, 551, Angelica BENGTSSON, salto con pertiga
altura, 552, Yarisley SILVA, salto con pertiga
altura, 553, Olivia GRUVER, salto con pertiga
altura, 554, Tina ŠUTEJ, salto con pertiga
altura, 555, Ling LI, salto con pertiga
altura, 556, Nikoleta KIRIAKOPOULOU, salto con pertiga
altura, 557, Michaela MEIJER, salto con pertiga
altura, 558, Huiqin XU, salto con pertiga
altura, 559, Emily GROVE, salto con pertiga
altura, 560, Iryna ZHUK, salto con pertiga
altura, 561, Robeilys PEINADO, salto con pertiga
altura, 562, Ninon GUILLON-ROMARIN, salto con pertiga
largo, 507, Nafissatou THIAM, salto largo
largo, 520, Katarina JOHNSON-THOMPSON, salto largo
largo, 563, Tajay GAYLE, salto largo
largo, 564, Juan Miguel ECHEVARRÍA, salto largo
largo, 565, Zarck VISSER, salto largo
largo, 566, Shoutarou SHIROYAMA, salto largo
largo, 567, Jeff HENDERSON, salto largo
largo, 568, Luvo MANYONGA, salto largo
largo, 569, Miltiadis TENTOGLOU, salto largo
largo, 570, Yuki HASHIOKA, salto largo
largo, 571, Yaoguang ZHANG, salto largo
largo, 572, Andwuelle WRIGHT, salto largo
largo, 573, Steffin MCCARTER, salto largo
largo, 574, Changzhou HUANG, salto largo
largo, 575, Xinglong GAO, salto largo
largo, 576, Hibiki TSUHA, salto largo
largo, 577, Ruswahl SAMAAI, salto largo
largo, 578, Maykel MASSÓ, salto largo
largo, 579, Thobias MONTLER, salto largo
largo, 580, Will CLAYE, salto largo, salto triple
largo, 581, JuVaughn HARRISON, salto largo
largo, 582, Jianan WANG, salto largo
largo, 583, Malaika MIHAMBO, salto largo
largo, 584, Ese BRUME, salto largo
largo, 585, Brittney REESE, salto largo
largo, 586, Kenyattia HACKWORTH, salto largo
largo, 587, Florentina Costina IUSCO, salto largo
largo, 588, Maryna BEKH-ROMANCHUK, salto largo
largo, 589, Alina ROTARU, salto largo
largo, 590, Chantel MALONE, salto largo
largo, 591, Caterine IBARGUEN, salto largo, salto triple
largo, 593, Abigail IROZURU, salto largo
largo, 594, Ivana ŠPANOVIĆ, salto largo
largo, 596, Yanis Esmeralda DAVID, salto largo, salto triple
largo, 597, Darya KLISHINA, salto largo
largo, 598, Shara PROCTOR, salto largo
largo, 599, Tissanna HICKLING, salto largo
largo, 600, Naa ANANG, salto largo
largo, 601, Yelena SOKOLOVA, salto largo
largo, 602, Hilary KPATCHA, salto largo
largo, 603, Tori BOWIE, salto largo
largo, 604, Keturah ORJI, salto largo, salto triple
largo, 605, Yulimar ROJAS, salto triple
largo, 606, Shanieka RICKETTS, salto triple
largo, 608, Liadagmis POVEA, salto triple
largo, 610, Darya NIDBAYKINA, salto triple
largo, 611, Kimberly WILLIAMS, salto triple
largo, 612, Kristin GIERISCH, salto triple
largo, 613, Ana PELETEIRO, salto triple
largo, 614, Olha SALADUKHA, salto triple
largo, 615, Paraskevi PAPACHRISTOU, salto triple
largo, 616, Diana ZAGAINOVA, salto triple
largo, 617, Yekaterina KONEVA, salto triple
largo, 618, Patrícia MAMONA, salto triple
largo, 619, Thea LAFOND, salto triple
largo, 620, Olga RYPAKOVA, salto triple
largo, 621, Yosiris URRUTIA, salto triple
largo, 622, Tori FRANKLIN, salto triple
largo, 624, Nadia EKE, salto triple
largo, 626, Christian TAYLOR, salto triple
largo, 627, Omar CRADDOCK, salto triple
largo, 628, Hugues Fabrice ZANGO, salto triple
largo, 629, Pedro Pablo PICHARDO, salto triple
largo, 630, Jordan Alejandro DÍAZ FORTUN, salto triple
largo, 631, Ruiting WU, salto triple
largo, 632, Donald SCOTT, salto triple
largo, 633, Yaming ZHU, salto triple
largo, 634, Cristian NÁPOLES, salto triple
largo, 635, Necatí ER, salto triple
largo, 636, Alexsandro MELO, salto triple
largo, 637, Dmitriy SOROKIN, salto triple
largo, 638, Benjamin WILLIAMS, salto triple
largo, 639, Almir DOS SANTOS, salto triple
largo, 640, Andy DÍAZ, salto triple
largo, 641, Yaoqing FANG, salto triple
largo, 642, Chengetayi MAPAYA, salto triple
largo, 643, Nelson ÉVORA, salto triple
largo, 644, Alexis COPELLO, salto triple

NombreTipoEspecialidade, Cantidad
lanzamiento = 160
tiempo = 400
altura = 79
largo = 78
